paper,weightedAverage,decision
Paper1156,4.0,Reject
Paper1157,5.7272727272727275,Reject
Paper1158,4.555555555555555,Reject
Paper1159,6.7272727272727275,Accept
Paper116,6.6923076923076925,Accept
Paper1160,6.454545454545454,Accept
Paper1161,6.666666666666667,Accept
Paper1162,7.7272727272727275,Accept
Paper1163,6.2,Accept
Paper1165,7.333333333333333,Accept
Paper1166,4.0,Reject
Paper1168,7.2727272727272725,Accept
Paper1169,5.666666666666667,Reject
Paper117,4.7272727272727275,Reject
Paper1171,5.7,Reject
Paper1172,4.571428571428571,Reject
Paper1173,5.0,Reject
Paper1174,6.0,Accept
Paper1175,5.666666666666667,Accept
Paper1176,3.3333333333333335,Reject
Paper1177,5.0,Reject
Paper1178,6.333333333333333,Accept
Paper118,4.2727272727272725,Reject
Paper1180,7.461538461538462,Accept
Paper1181,7.625,Accept
Paper1184,5.538461538461538,Reject
Paper1185,6.0,Reject
Paper1186,4.166666666666667,Reject
Paper1187,4.666666666666667,Reject
Paper1188,3.2,Reject
Paper1189,6.666666666666667,Accept
Paper119,7.888888888888889,Accept
Paper1190,4.636363636363637,Reject
Paper1191,3.9166666666666665,Reject
Paper1192,3.9166666666666665,Reject
Paper1193,5.7,Accept
Paper1194,5.454545454545454,Reject
Paper1196,5.0,Reject
Paper1197,5.181818181818182,Reject
Paper1198,8.0,Accept
Paper1199,5.8,Accept
Paper12,3.0,Reject
Paper120,5.076923076923077,Reject
Paper1200,6.363636363636363,Accept
Paper1201,6.0,Reject
Paper1202,5.363636363636363,Reject
Paper1203,5.333333333333333,Reject
Paper1205,4.428571428571429,Reject
Paper1206,7.2,Accept
Paper1207,6.666666666666667,Accept
Paper1208,4.5,Reject
Paper1209,5.2727272727272725,Reject
Paper121,4.0,Reject
Paper1210,5.333333333333333,Reject
Paper1211,4.416666666666667,Accept
Paper1212,4.818181818181818,Reject
Paper1213,2.909090909090909,Reject
Paper1214,7.090909090909091,Accept
Paper1215,5.153846153846154,Reject
Paper1216,5.0,Accept
Paper1217,8.0,Accept
Paper1218,4.7272727272727275,Reject
Paper122,5.0,Reject
Paper1220,5.466666666666667,Reject
Paper1221,5.0,Reject
Paper1222,7.666666666666667,Accept
Paper1223,7.555555555555555,Accept
Paper1225,4.8,Reject
Paper1226,5.769230769230769,Reject
Paper1227,7.333333333333333,Accept
Paper1228,5.666666666666667,Reject
Paper1229,4.133333333333334,Reject
Paper123,6.25,Accept
Paper1230,6.0,Reject
Paper1232,6.916666666666667,Accept
Paper1233,4.777777777777778,Reject
Paper1234,4.2727272727272725,Reject
Paper1236,5.833333333333333,Reject
Paper1237,6.2727272727272725,Reject
Paper1238,7.3076923076923075,Accept
Paper1239,7.636363636363637,Accept
Paper124,5.875,Reject
Paper1240,5.666666666666667,Accept
Paper1241,4.8,Reject
Paper1242,3.1,Reject
Paper1244,5.0,Reject
Paper1245,5.7272727272727275,Reject
Paper1247,5.2,Reject
Paper1248,5.363636363636363,Reject
Paper1249,6.666666666666667,Accept
Paper125,4.7272727272727275,Reject
Paper1250,5.5,Accept
Paper1251,4.666666666666667,Reject
Paper1252,2.8461538461538463,Reject
Paper1253,5.2,Reject
Paper1254,6.4,Accept
Paper1255,5.222222222222222,Reject
Paper1256,6.615384615384615,Accept
Paper1257,5.769230769230769,Reject
Paper1258,7.333333333333333,Accept
Paper1259,6.923076923076923,Accept
Paper1260,5.230769230769231,Reject
Paper1261,4.2,Reject
Paper1262,5.454545454545454,Reject
Paper1263,5.4,Reject
Paper1264,4.0,Reject
Paper1265,5.6923076923076925,Reject
Paper1266,5.363636363636363,Reject
Paper1267,6.0,Accept
Paper1268,5.0,Reject
Paper1269,4.8,Reject
Paper127,4.923076923076923,Reject
Paper1270,5.9,Accept
Paper1271,3.8,Reject
Paper1273,6.5,Accept
Paper1274,7.666666666666667,Accept
Paper1275,5.666666666666667,Reject
Paper1276,6.363636363636363,Accept
Paper1277,4.916666666666667,Reject
Paper1278,3.1666666666666665,Reject
Paper128,4.666666666666667,Reject
Paper1280,4.7272727272727275,Reject
Paper1281,7.333333333333333,Accept
Paper1282,6.363636363636363,Accept
Paper1283,3.7142857142857144,Reject
Paper1284,5.0,Reject
Paper1285,6.333333333333333,Accept
Paper1286,4.0,Reject
Paper1287,6.6923076923076925,Accept
Paper1288,4.2,Reject
Paper1289,3.0,Reject
Paper129,7.166666666666667,Accept
Paper1290,5.1,Reject
Paper1293,6.166666666666667,Accept
Paper1295,3.0714285714285716,Reject
Paper1296,6.615384615384615,Accept
Paper1297,6.2,Accept
Paper1298,2.5454545454545454,Reject
Paper1299,6.625,Accept
Paper13,3.272727272727273,Reject
Paper130,6.666666666666667,Accept
Paper1300,5.444444444444445,Reject
Paper1301,4.6,Reject
Paper1302,3.25,Reject
Paper1303,6.0,Reject
Paper1304,8.785714285714286,Accept
Paper1305,5.363636363636363,Reject
Paper1306,6.363636363636363,Accept
Paper1307,5.909090909090909,Reject
Paper1308,6.666666666666667,Accept
Paper1309,5.4,Reject
Paper131,4.7,Reject
Paper1311,4.583333333333333,Reject
Paper1314,4.6923076923076925,Reject
Paper1315,7.0,Accept
Paper1316,6.4,Accept
Paper1317,7.3076923076923075,Accept
Paper1318,5.083333333333333,Accept
Paper1319,6.0,Reject
Paper132,4.222222222222222,Reject
Paper1320,3.642857142857143,Reject
Paper1322,5.666666666666667,Reject
Paper1323,7.0,Accept
Paper1324,5.166666666666667,Reject
Paper1325,4.142857142857143,Reject
Paper1326,8.076923076923077,Accept
Paper1327,5.555555555555555,Reject
Paper1328,5.7272727272727275,Reject
Paper1329,4.6,Reject
Paper133,5.333333333333333,Reject
Paper1330,4.333333333333333,Reject
Paper1331,4.0,Reject
Paper1332,7.090909090909091,Accept
Paper1333,5.3,Reject
Paper1334,7.666666666666667,Accept
Paper1335,5.333333333333333,Accept
Paper1336,4.222222222222222,Reject
Paper1337,4.642857142857143,Reject
Paper1338,3.9285714285714284,Reject
Paper1339,5.5,Reject
Paper134,4.769230769230769,Reject
Paper1340,7.888888888888889,Accept
Paper1341,7.0,Accept
Paper1342,7.333333333333333,Accept
Paper1343,5.666666666666667,Reject
Paper1344,5.0,Reject
Paper1345,5.583333333333333,Reject
Paper1346,4.333333333333333,Reject
Paper1347,7.0,Accept
Paper1348,2.9285714285714284,Reject
Paper1349,5.857142857142857,Reject
Paper135,4.666666666666667,Reject
Paper1350,5.545454545454546,Reject
Paper1352,5.090909090909091,Reject
Paper1353,4.2,Reject
Paper1354,4.666666666666667,Reject
Paper1355,4.4,Reject
Paper1356,6.0,Accept
Paper1357,4.5,Reject
Paper1359,4.2727272727272725,Reject
Paper136,4.9,Reject
Paper1360,6.818181818181818,Reject
Paper1361,6.0,Accept
Paper1363,3.6666666666666665,Reject
Paper1364,5.7272727272727275,Reject
Paper1365,4.357142857142857,Reject
Paper1366,4.923076923076923,Reject
Paper1368,6.857142857142857,Accept
Paper1369,5.666666666666667,Reject
Paper137,5.0,Reject
Paper1370,6.153846153846154,Accept
Paper1371,7.363636363636363,Accept
Paper1372,4.7272727272727275,Reject
Paper1373,5.333333333333333,Reject
Paper1374,5.636363636363637,Accept
Paper1375,4.4,Reject
Paper1376,5.066666666666666,Reject
Paper1377,4.6,Reject
Paper1378,5.090909090909091,Accept
Paper1379,5.363636363636363,Reject
Paper1380,5.181818181818182,Reject
Paper1381,5.333333333333333,Reject
Paper1382,6.3076923076923075,Accept
Paper1383,6.0,Reject
Paper1384,6.0,Accept
Paper1385,5.666666666666667,Reject
Paper1386,5.666666666666667,Reject
Paper1387,5.375,Reject
Paper1388,4.384615384615385,Reject
Paper1389,6.25,Reject
Paper139,3.909090909090909,Reject
Paper1390,6.0,Accept
Paper1391,6.294117647058823,Accept
Paper1392,4.4,Reject
Paper1393,6.0,Accept
Paper1394,4.090909090909091,Reject
Paper1395,3.3,Reject
Paper1396,5.0,Reject
Paper1397,5.25,Reject
Paper1398,5.3,Reject
Paper14,5.2727272727272725,Reject
Paper140,3.7,Reject
Paper1402,6.0,Reject
Paper1403,6.6,Accept
Paper1404,5.5,Accept
Paper1405,7.454545454545454,Accept
Paper1406,5.363636363636363,Reject
Paper1407,3.8181818181818183,Reject
Paper1408,6.5,Accept
Paper1409,4.454545454545454,Reject
Paper141,3.1666666666666665,Reject
Paper1410,6.4,Accept
Paper1411,4.846153846153846,Reject
Paper1412,4.0,Reject
Paper1413,4.3,Reject
Paper1416,4.2,Reject
Paper1417,4.6,Reject
Paper1418,5.571428571428571,Reject
Paper1419,6.8,Accept
Paper142,4.333333333333333,Reject
Paper1420,6.25,Accept
Paper1421,5.0,Accept
Paper1422,6.7272727272727275,Accept
Paper1424,6.111111111111111,Reject
Paper1425,4.555555555555555,Reject
Paper1427,4.380952380952381,Reject
Paper1429,3.090909090909091,Reject
Paper143,7.0,Accept
Paper1430,4.7272727272727275,Reject
Paper1431,7.0,Accept
Paper1432,5.333333333333333,Reject
Paper1433,4.818181818181818,Reject
Paper1434,6.363636363636363,Accept
Paper1435,5.583333333333333,Reject
Paper1436,6.5,Accept
Paper1437,7.0,Accept
Paper1438,4.666666666666667,Reject
Paper1439,6.333333333333333,Accept
Paper144,3.0,Reject
Paper1440,5.333333333333333,Reject
Paper1441,6.7,Accept
Paper1442,6.0,Accept
Paper1443,6.111111111111111,Accept
Paper1444,4.818181818181818,Reject
Paper1445,5.0,Reject
Paper1446,5.0,Reject
Paper1447,3.4,Reject
Paper1448,6.7272727272727275,Accept
Paper1449,6.0,Accept
Paper145,6.5,Reject
Paper1450,3.6363636363636362,Reject
Paper1451,4.0,Reject
Paper1452,5.666666666666667,Reject
Paper1453,5.769230769230769,Reject
Paper1455,6.1,Accept
Paper1457,6.615384615384615,Accept
Paper1458,7.083333333333333,Accept
Paper146,6.5,Accept
Paper1460,5.2727272727272725,Reject
Paper1461,6.636363636363637,Accept
Paper1462,6.666666666666667,Accept
Paper1463,5.25,Reject
Paper1464,6.666666666666667,Accept
Paper1465,4.0,Reject
Paper1466,5.0,Reject
Paper1467,5.666666666666667,Reject
Paper1468,4.636363636363637,Reject
Paper147,6.666666666666667,Accept
Paper1470,3.5,Reject
Paper1471,3.888888888888889,Reject
Paper1472,5.642857142857143,Reject
Paper1473,8.0,Accept
Paper1474,6.846153846153846,Accept
Paper1475,6.666666666666667,Accept
Paper1476,4.9,Reject
Paper1478,5.333333333333333,Reject
Paper1479,6.642857142857143,Accept
Paper148,6.416666666666667,Reject
Paper1480,5.909090909090909,Reject
Paper1481,6.888888888888889,Accept
Paper1482,5.454545454545454,Reject
Paper1483,5.666666666666667,Reject
Paper1484,4.857142857142857,Reject
Paper1485,5.666666666666667,Reject
Paper1486,6.0,Accept
Paper1487,5.333333333333333,Reject
Paper1488,5.0,Reject
Paper1489,6.3,Accept
Paper149,5.666666666666667,Reject
Paper1490,4.636363636363637,Reject
Paper1491,7.6,Accept
Paper1492,4.636363636363637,Reject
Paper1493,4.222222222222222,Reject
Paper1495,6.0,Accept
Paper1496,5.9,Accept
Paper1497,5.0,Reject
Paper1498,3.727272727272727,Reject
Paper15,4.333333333333333,Reject
Paper150,7.0,Accept
Paper1500,5.25,Reject
Paper1501,4.6,Reject
Paper1502,4.0,Reject
Paper1503,4.583333333333333,Reject
Paper1504,6.888888888888889,Accept
Paper1505,4.6,Reject
Paper1506,4.0,Reject
Paper1507,4.416666666666667,Reject
Paper1508,6.125,Accept
Paper1509,4.9,Reject
Paper1510,6.7272727272727275,Accept
Paper1511,5.666666666666667,Accept
Paper1513,6.9,Accept
Paper1514,5.090909090909091,Reject
Paper1515,4.2,Reject
Paper1516,4.0,Reject
Paper1517,6.3076923076923075,Accept
Paper1518,6.333333333333333,Accept
Paper1519,4.666666666666667,Reject
Paper152,4.0,Reject
Paper1520,6.666666666666667,Accept
Paper1522,4.2727272727272725,Reject
Paper1523,6.0,Accept
Paper1524,7.090909090909091,Accept
Paper1525,6.357142857142857,Accept
Paper1526,5.0,Reject
Paper1527,6.333333333333333,Accept
Paper153,4.666666666666667,Reject
Paper1530,5.461538461538462,Reject
Paper1531,5.428571428571429,Accept
Paper1532,6.6923076923076925,Accept
Paper1533,6.666666666666667,Accept
Paper1534,6.25,Accept
Paper1535,4.7272727272727275,Reject
Paper1536,6.333333333333333,Accept
Paper1537,7.666666666666667,Accept
Paper1538,4.75,Reject
Paper1539,4.0,Reject
Paper154,6.0,Reject
Paper1540,7.0,Accept
Paper1541,7.1,Accept
Paper1543,7.0,Accept
Paper1544,6.0,Accept
Paper1545,4.090909090909091,Reject
Paper1546,4.454545454545454,Reject
Paper1547,5.076923076923077,Reject
Paper1549,4.636363636363637,Reject
Paper155,7.090909090909091,Accept
Paper1550,3.9166666666666665,Reject
Paper1551,6.3076923076923075,Accept
Paper1552,7.333333333333333,Accept
Paper1553,7.0,Accept
Paper1554,5.4,Reject
Paper1555,4.5,Reject
Paper1556,4.923076923076923,Reject
Paper1557,6.0,Accept
Paper1558,6.333333333333333,Accept
Paper1559,6.888888888888889,Accept
Paper1560,5.0,Reject
Paper1561,4.0,Reject
Paper1562,5.2,Reject
Paper1563,5.333333333333333,Accept
Paper1564,7.0,Accept
Paper1565,6.2727272727272725,Accept
Paper1566,2.7142857142857144,Reject
Paper1567,7.0,Accept
Paper1568,5.3076923076923075,Reject
Paper1570,6.277777777777778,Accept
Paper1572,4.0,Reject
Paper1573,6.3,Reject
Paper1576,4.615384615384615,Reject
Paper1577,5.25,Reject
Paper1578,7.181818181818182,Reject
Paper1579,4.857142857142857,Reject
Paper158,5.076923076923077,Reject
Paper1580,6.357142857142857,Accept
Paper1581,6.714285714285714,Accept
Paper1582,4.583333333333333,Reject
Paper1583,6.928571428571429,Accept
Paper1584,6.555555555555555,Accept
Paper1585,5.3076923076923075,Reject
Paper1586,6.0,Reject
Paper1587,4.4,Reject
Paper1588,5.0,Reject
Paper1589,5.357142857142857,Reject
Paper1590,5.0,Reject
Paper1591,7.636363636363637,Accept
Paper1592,6.2727272727272725,Accept
Paper16,5.6,Reject
Paper160,3.3076923076923075,Reject
Paper161,5.1,Reject
Paper162,4.545454545454546,Reject
Paper163,5.384615384615385,Reject
Paper164,4.384615384615385,Reject
Paper165,4.7272727272727275,Reject
Paper167,3.7,Reject
Paper168,3.3333333333333335,Reject
Paper17,6.3,Reject
Paper171,4.3076923076923075,Reject
Paper172,5.8,Reject
Paper173,3.6666666666666665,Reject
Paper174,4.3076923076923075,Reject
Paper177,6.545454545454546,Accept
Paper178,3.909090909090909,Reject
Paper179,5.333333333333333,Reject
Paper18,4.3,Reject
Paper180,4.0,Reject
Paper181,6.0,Reject
Paper182,5.153846153846154,Reject
Paper184,6.0,Accept
Paper185,4.0,Reject
Paper186,3.0,Reject
Paper187,7.0,Accept
Paper188,5.090909090909091,Reject
Paper189,5.0,Reject
Paper19,3.75,Reject
Paper190,6.666666666666667,Accept
Paper191,4.0,Reject
Paper192,5.363636363636363,Reject
Paper193,5.090909090909091,Reject
Paper194,6.75,Accept
Paper195,5.3,Reject
Paper196,4.909090909090909,Reject
Paper197,6.0,Reject
Paper198,6.333333333333333,Reject
Paper2,4.4,Reject
Paper20,5.615384615384615,Reject
Paper201,6.833333333333333,Accept
Paper202,5.526315789473684,Accept
Paper203,6.181818181818182,Accept
Paper204,1.5,Reject
Paper205,6.615384615384615,Accept
Paper206,5.666666666666667,Reject
Paper208,6.0,Reject
Paper209,5.357142857142857,Reject
Paper21,4.0,Reject
Paper210,5.2,Reject
Paper211,5.909090909090909,Accept
Paper213,4.909090909090909,Accept
Paper214,4.5,Reject
Paper216,5.0,Reject
Paper217,5.2,Reject
Paper218,5.3,Reject
Paper22,5.0,Reject
Paper220,7.0,Accept
Paper221,5.5,Reject
Paper222,6.0,Accept
Paper223,5.5,Reject
Paper224,5.7,Reject
Paper225,3.923076923076923,Reject
Paper226,3.0,Reject
Paper228,3.4615384615384617,Reject
Paper229,5.0,Reject
Paper23,6.083333333333333,Reject
Paper230,4.333333333333333,Reject
Paper231,7.363636363636363,Accept
Paper233,4.615384615384615,Reject
Paper234,5.090909090909091,Reject
Paper235,3.6363636363636362,Reject
Paper236,5.0,Reject
Paper237,6.2727272727272725,Accept
Paper238,7.1,Accept
Paper239,5.75,Reject
Paper24,4.909090909090909,Reject
Paper240,7.5,Accept
Paper241,5.545454545454546,Reject
Paper243,4.764705882352941,Reject
Paper244,4.555555555555555,Reject
Paper245,6.785714285714286,Accept
Paper247,5.2727272727272725,Reject
Paper248,4.769230769230769,Accept
Paper249,5.083333333333333,Reject
Paper250,5.230769230769231,Reject
Paper251,2.923076923076923,Reject
Paper252,4.333333333333333,Reject
Paper253,7.363636363636363,Accept
Paper254,5.666666666666667,Reject
Paper255,6.0,Reject
Paper256,5.1,Reject
Paper259,3.1666666666666665,Reject
Paper26,8.333333333333334,Accept
Paper260,6.25,Accept
Paper261,7.285714285714286,Accept
Paper262,3.6923076923076925,Reject
Paper263,6.4,Accept
Paper264,5.222222222222222,Reject
Paper265,6.666666666666667,Reject
Paper266,5.7272727272727275,Reject
Paper268,4.0,Reject
Paper269,4.625,Reject
Paper27,5.5,Accept
Paper270,7.076923076923077,Accept
Paper271,4.25,Reject
Paper272,6.454545454545454,Reject
Paper274,7.5,Accept
Paper275,4.666666666666667,Reject
Paper276,5.0,Reject
Paper277,6.166666666666667,Reject
Paper278,6.0,Accept
Paper279,4.2727272727272725,Reject
Paper28,2.6153846153846154,Reject
Paper280,6.0,Accept
Paper281,6.384615384615385,Reject
Paper282,7.0,Accept
Paper283,6.3,Accept
Paper284,2.5,Reject
Paper285,4.214285714285714,Reject
Paper286,4.230769230769231,Reject
Paper287,6.333333333333333,Accept
Paper289,5.25,Reject
Paper29,4.666666666666667,Reject
Paper290,3.1666666666666665,Reject
Paper291,5.090909090909091,Reject
Paper293,5.833333333333333,Reject
Paper294,5.583333333333333,Accept
Paper295,7.076923076923077,Accept
Paper296,4.0,Reject
Paper297,4.2727272727272725,Reject
Paper299,4.0,Reject
Paper3,3.769230769230769,Reject
Paper300,4.666666666666667,Reject
Paper301,3.2857142857142856,Reject
Paper302,7.0,Accept
Paper303,3.0,Reject
Paper304,5.153846153846154,Reject
Paper305,6.384615384615385,Accept
Paper306,5.5,Reject
Paper308,6.333333333333333,Accept
Paper309,6.0,Accept
Paper310,3.9166666666666665,Reject
Paper311,7.0,Accept
Paper312,4.0,Reject
Paper313,5.0,Reject
Paper314,6.285714285714286,Accept
Paper315,5.0,Reject
Paper316,5.7,Reject
Paper317,4.583333333333333,Reject
Paper318,4.0,Reject
Paper319,6.2727272727272725,Reject
Paper32,4.2,Reject
Paper320,5.0,Reject
Paper321,3.2857142857142856,Reject
Paper322,4.636363636363637,Reject
Paper323,3.6666666666666665,Reject
Paper324,6.2,Reject
Paper325,5.363636363636363,Reject
Paper326,4.0,Reject
Paper327,3.0833333333333335,Reject
Paper328,4.230769230769231,Reject
Paper329,5.090909090909091,Reject
Paper33,6.7272727272727275,Accept
Paper330,4.3,Reject
Paper331,3.6923076923076925,Accept
Paper333,7.0,Accept
Paper334,4.2,Reject
Paper335,4.0,Reject
Paper336,6.0,Reject
Paper338,8.0,Accept
Paper339,4.6923076923076925,Reject
Paper340,6.25,Accept
Paper341,3.0,Reject
Paper342,5.7272727272727275,Reject
Paper343,3.9166666666666665,Reject
Paper344,5.0,Reject
Paper346,4.769230769230769,Reject
Paper347,5.769230769230769,Accept
Paper348,5.0,Reject
Paper35,4.3076923076923075,Reject
Paper350,6.636363636363637,Accept
Paper351,6.666666666666667,Accept
Paper352,4.923076923076923,Reject
Paper353,6.7,Accept
Paper354,2.3333333333333335,Reject
Paper356,5.2,Reject
Paper357,3.5833333333333335,Reject
Paper358,4.1875,Reject
Paper359,4.3,Reject
Paper36,5.777777777777778,Reject
Paper360,7.454545454545454,Accept
Paper361,5.8,Accept
Paper362,6.0,Reject
Paper363,6.076923076923077,Accept
Paper364,4.833333333333333,Reject
Paper365,5.666666666666667,Reject
Paper366,5.3076923076923075,Reject
Paper367,4.6923076923076925,Reject
Paper368,5.666666666666667,Reject
Paper369,5.384615384615385,Reject
Paper37,5.125,Reject
Paper370,2.5384615384615383,Reject
Paper371,5.333333333333333,Reject
Paper372,2.230769230769231,Reject
Paper373,5.0,Reject
Paper374,6.222222222222222,Accept
Paper375,6.7272727272727275,Accept
Paper377,4.090909090909091,Reject
Paper379,4.666666666666667,Reject
Paper38,5.2105263157894735,Reject
Paper380,6.0,Accept
Paper382,4.6,Reject
Paper383,6.7272727272727275,Accept
Paper384,5.666666666666667,Reject
Paper385,5.153846153846154,Reject
Paper386,2.5714285714285716,Reject
Paper387,3.3333333333333335,Reject
Paper388,4.0,Reject
Paper389,5.818181818181818,Reject
Paper39,6.555555555555555,Accept
Paper390,4.3076923076923075,Reject
Paper391,5.454545454545454,Reject
Paper392,6.666666666666667,Accept
Paper393,3.6923076923076925,Reject
Paper394,4.0,Reject
Paper395,5.2727272727272725,Reject
Paper396,4.909090909090909,Reject
Paper397,3.5,Reject
Paper398,5.9,Reject
Paper399,5.909090909090909,Accept
Paper4,6.5,Accept
Paper40,7.0,Accept
Paper400,6.2727272727272725,Reject
Paper401,3.5714285714285716,Reject
Paper402,7.0,Accept
Paper403,5.153846153846154,Reject
Paper404,2.6153846153846154,Reject
Paper405,3.6923076923076925,Reject
Paper406,4.0,Reject
Paper407,4.2727272727272725,Reject
Paper408,2.642857142857143,Reject
Paper409,2.2857142857142856,Reject
Paper41,2.230769230769231,Reject
Paper410,5.909090909090909,Reject
Paper411,3.6153846153846154,Reject
Paper412,4.909090909090909,Reject
Paper413,3.272727272727273,Reject
Paper414,5.153846153846154,Reject
Paper416,5.5,Reject
Paper417,5.4,Reject
Paper418,4.363636363636363,Reject
Paper419,6.333333333333333,Accept
Paper42,4.0,Reject
Paper421,5.636363636363637,Reject
Paper422,5.666666666666667,Reject
Paper423,4.0,Reject
Paper424,5.2727272727272725,Reject
Paper425,4.363636363636363,Reject
Paper426,5.833333333333333,Reject
Paper427,7.0,Accept
Paper428,4.833333333333333,Reject
Paper429,4.666666666666667,Reject
Paper43,4.0,Reject
Paper430,5.0,Reject
Paper431,5.642857142857143,Reject
Paper433,5.2727272727272725,Reject
Paper434,5.666666666666667,Reject
Paper435,4.818181818181818,Reject
Paper436,6.181818181818182,Reject
Paper437,7.0,Accept
Paper438,6.666666666666667,Accept
Paper439,4.583333333333333,Reject
Paper44,5.7272727272727275,Reject
Paper440,5.615384615384615,Reject
Paper441,7.2,Accept
