paper,weightedAverage,decision
Paper1236,5.071428571428571,Reject
Paper1237,6.5,Accept
Paper1238,2.4444444444444446,Reject
Paper1239,7.352941176470588,Accept
Paper124,5.25,Reject
Paper1240,6.25,Accept
Paper1241,7.266666666666667,Accept
Paper1243,6.538461538461538,Accept
Paper1244,5.133333333333334,Reject
Paper1247,5.181818181818182,Reject
Paper1248,6.0,Accept
Paper1249,6.176470588235294,Accept
Paper125,5.0,Reject
Paper1250,4.0,Reject
Paper1251,5.666666666666667,Reject
Paper1252,4.666666666666667,Reject
Paper1253,6.3125,Accept
Paper1254,5.444444444444445,Reject
Paper1256,5.0,Reject
Paper1257,6.294117647058823,Accept
Paper1259,4.0,Reject
Paper126,6.764705882352941,Accept
Paper1260,7.333333333333333,Accept
Paper1261,6.0,Reject
Paper1262,5.8,Reject
Paper1263,5.5,Accept
Paper1264,6.466666666666667,Accept
Paper1265,5.5,Reject
Paper1266,5.909090909090909,Reject
Paper1268,3.923076923076923,Reject
Paper1269,3.7142857142857144,Reject
Paper1270,6.666666666666667,Accept
Paper1272,6.076923076923077,Accept
Paper1273,6.636363636363637,Accept
Paper1274,5.733333333333333,Reject
Paper1277,4.769230769230769,Reject
Paper1278,5.181818181818182,Accept
Paper1279,6.2727272727272725,Accept
Paper1280,7.0,Accept
Paper1281,4.705882352941177,Reject
Paper1282,4.611111111111111,Reject
Paper1283,4.916666666666667,Reject
Paper1284,6.1875,Accept
Paper1285,4.733333333333333,Reject
Paper1286,6.384615384615385,Reject
Paper1287,5.5,Accept
Paper1290,4.9411764705882355,Reject
Paper1292,7.0,Accept
Paper1293,5.454545454545454,Reject
Paper1294,4.4375,Reject
Paper1295,5.5,Reject
Paper1296,7.6,Accept
Paper1297,6.6,Accept
Paper1299,5.461538461538462,Reject
Paper130,4.785714285714286,Reject
Paper1300,5.833333333333333,Reject
Paper1303,5.25,Accept
Paper1305,3.6875,Reject
Paper1306,6.666666666666667,Accept
Paper1307,3.4705882352941178,Reject
Paper1308,7.0,Accept
Paper1309,4.5,Reject
Paper131,5.615384615384615,Reject
Paper1310,7.2,Accept
Paper1311,6.4375,Accept
Paper1312,5.133333333333334,Reject
Paper1314,6.0,Reject
Paper1315,6.846153846153846,Accept
Paper1316,6.0,Reject
Paper1317,7.25,Accept
Paper1318,5.214285714285714,Reject
Paper1319,5.733333333333333,Reject
Paper1321,5.105263157894737,Reject
Paper1322,3.933333333333333,Reject
Paper1323,6.181818181818182,Reject
Paper1324,6.428571428571429,Accept
Paper1325,6.764705882352941,Accept
Paper1326,5.6875,Reject
Paper1327,7.0,Accept
Paper1329,5.333333333333333,Reject
Paper133,4.2,Reject
Paper1330,7.0,Accept
Paper1331,7.533333333333333,Accept
Paper1332,5.0,Reject
Paper1333,6.733333333333333,Accept
Paper1334,6.352941176470588,Accept
Paper1335,6.923076923076923,Reject
Paper1336,6.363636363636363,Accept
Paper1337,7.0588235294117645,Accept
Paper1340,6.857142857142857,Accept
Paper1341,5.076923076923077,Reject
Paper1342,6.0,Reject
Paper1344,6.266666666666667,Reject
Paper1346,3.5454545454545454,Reject
Paper1347,6.25,Reject
Paper1348,4.6,Reject
Paper1349,5.5,Reject
Paper135,5.333333333333333,Accept
Paper1350,6.642857142857143,Accept
Paper1351,4.769230769230769,Reject
Paper1352,3.9166666666666665,Reject
Paper1353,6.0,Accept
Paper1354,5.357142857142857,Reject
Paper1357,4.666666666666667,Reject
Paper1358,6.0,Reject
Paper1359,6.428571428571429,Accept
Paper1360,4.722222222222222,Reject
Paper1361,4.25,Reject
Paper1362,5.2,Accept
Paper1363,4.714285714285714,Reject
Paper1364,6.0588235294117645,Accept
Paper1365,7.176470588235294,Accept
Paper1366,6.0,Reject
Paper1368,6.533333333333333,Accept
Paper1369,5.7894736842105265,Reject
Paper137,4.5,Reject
Paper1370,2.3333333333333335,Reject
Paper1372,5.636363636363637,Accept
Paper1373,6.333333333333333,Accept
Paper1375,5.1875,Reject
Paper1377,4.769230769230769,Reject
Paper1379,4.916666666666667,Reject
Paper138,6.071428571428571,Accept
Paper1380,5.25,Reject
Paper1381,5.8,Reject
Paper1382,5.0,Reject
Paper1383,6.2,Accept
Paper1384,6.4,Accept
Paper1385,7.25,Accept
Paper1387,6.764705882352941,Accept
Paper1388,3.0,Reject
Paper1389,3.9166666666666665,Reject
Paper1390,4.8,Reject
Paper1392,5.6,Reject
Paper1393,6.333333333333333,Accept
Paper1394,6.3076923076923075,Accept
Paper1395,6.076923076923077,Accept
Paper1396,5.7272727272727275,Reject
Paper1397,5.5,Reject
Paper1398,6.0,Accept
Paper1399,4.571428571428571,Reject
Paper14,4.857142857142857,Reject
Paper140,7.75,Accept
Paper1400,6.133333333333334,Accept
Paper1402,4.857142857142857,Reject
Paper1404,4.8,Reject
Paper1405,5.6,Reject
Paper1406,4.636363636363637,Reject
Paper1408,5.416666666666667,Reject
Paper1409,5.75,Reject
Paper141,6.444444444444445,Reject
Paper1410,5.142857142857143,Reject
Paper1412,5.230769230769231,Reject
Paper1413,3.6875,Reject
Paper1415,6.25,Accept
Paper1416,5.5,Accept
Paper1417,6.5625,Accept
Paper1418,5.466666666666667,Reject
Paper1419,5.9375,Reject
Paper142,6.066666666666666,Reject
Paper1420,6.529411764705882,Accept
Paper1421,5.1875,Reject
Paper1422,6.266666666666667,Accept
Paper1423,3.8666666666666667,Reject
Paper1424,5.071428571428571,Reject
Paper1425,6.0,Accept
Paper1426,5.416666666666667,Accept
Paper1427,6.3125,Accept
Paper1428,2.235294117647059,Reject
Paper1429,7.0,Accept
Paper143,4.357142857142857,Reject
Paper1430,5.526315789473684,Reject
Paper1431,4.6,Reject
Paper1432,6.642857142857143,Accept
Paper1433,5.666666666666667,Reject
Paper1434,6.0,Accept
Paper1435,4.230769230769231,Reject
Paper1436,4.555555555555555,Reject
Paper1438,4.923076923076923,Reject
Paper1440,5.333333333333333,Reject
Paper1441,6.8125,Accept
Paper1442,4.529411764705882,Reject
Paper1443,6.75,Accept
Paper1444,4.230769230769231,Reject
Paper1445,5.5,Reject
Paper1446,5.466666666666667,Accept
Paper1447,7.133333333333334,Accept
Paper1449,4.529411764705882,Reject
Paper1451,5.2,Reject
Paper1452,4.066666666666666,Reject
Paper1454,6.7272727272727275,Accept
Paper1455,6.875,Accept
Paper1456,4.888888888888889,Reject
Paper1457,4.0,Reject
Paper1459,5.733333333333333,Reject
Paper146,7.1875,Accept
Paper1460,5.4,Reject
Paper1462,5.75,Accept
Paper1463,4.538461538461538,Reject
Paper1464,5.4375,Reject
Paper1465,5.6,Reject
Paper1466,4.916666666666667,Reject
Paper1468,6.555555555555555,Accept
Paper147,6.333333333333333,Accept
Paper1471,4.473684210526316,Reject
Paper1473,5.428571428571429,Reject
Paper1475,5.714285714285714,Reject
Paper1476,4.583333333333333,Reject
Paper1477,7.2,Accept
Paper1478,5.2631578947368425,Reject
Paper148,7.294117647058823,Accept
Paper1480,5.0,Reject
Paper1481,6.846153846153846,Accept
Paper1482,6.0,Reject
Paper1483,6.636363636363637,Accept
Paper1484,6.333333333333333,Accept
Paper1488,5.722222222222222,Reject
Paper1489,5.076923076923077,Reject
Paper149,6.642857142857143,Accept
Paper1490,5.5,Reject
Paper1491,4.545454545454546,Reject
Paper1492,7.1875,Accept
Paper1493,4.230769230769231,Reject
Paper1494,4.666666666666667,Reject
Paper1496,4.5,Reject
Paper1497,6.266666666666667,Accept
Paper1498,6.75,Accept
Paper1499,4.647058823529412,Reject
Paper150,3.7777777777777777,Reject
Paper1501,6.8,Reject
Paper1502,4.0,Reject
Paper1504,5.333333333333333,Reject
Paper1505,6.2,Reject
Paper1508,5.533333333333333,Accept
Paper151,7.0,Accept
Paper1510,4.285714285714286,Reject
Paper1511,5.933333333333334,Accept
Paper1512,6.0,Reject
Paper1513,6.0,Reject
Paper1514,3.2222222222222223,Reject
Paper1515,4.666666666666667,Reject
Paper1516,5.3125,Reject
Paper1517,5.2,Reject
Paper1518,5.6,Reject
Paper1519,2.888888888888889,Reject
Paper1520,4.928571428571429,Reject
Paper1521,5.0,Reject
Paper1523,6.388888888888889,Accept
Paper1524,6.0,Reject
Paper1525,5.923076923076923,Reject
Paper1527,6.666666666666667,Accept
Paper1528,4.214285714285714,Reject
Paper1529,6.733333333333333,Accept
Paper153,5.153846153846154,Reject
Paper1534,5.642857142857143,Reject
Paper1535,5.454545454545454,Accept
Paper1536,4.235294117647059,Reject
Paper1539,7.0,Accept
Paper154,3.8636363636363638,Reject
Paper1541,5.5,Reject
Paper1542,5.533333333333333,Reject
Paper1543,4.066666666666666,Reject
Paper1544,4.875,Reject
Paper1545,6.6,Accept
Paper1548,4.733333333333333,Reject
Paper1549,7.0,Accept
Paper155,3.3157894736842106,Reject
Paper1550,6.384615384615385,Reject
Paper1551,5.733333333333333,Reject
Paper1552,6.285714285714286,Accept
Paper1555,5.705882352941177,Accept
Paper1559,3.9411764705882355,Reject
Paper156,3.2857142857142856,Reject
Paper1560,6.5,Reject
Paper1561,4.647058823529412,Reject
Paper1562,5.526315789473684,Reject
Paper1563,3.235294117647059,Reject
Paper1564,6.625,Accept
Paper1565,4.8,Reject
Paper1569,6.4,Accept
Paper157,5.625,Reject
Paper1570,6.5,Accept
Paper1571,6.636363636363637,Accept
Paper1572,4.875,Reject
Paper1573,5.6875,Reject
Paper1574,6.222222222222222,Accept
Paper1575,4.428571428571429,Reject
Paper1577,5.5625,Reject
Paper1578,4.285714285714286,Reject
Paper1579,6.214285714285714,Accept
Paper1580,6.944444444444445,Accept
Paper1583,6.0,Accept
Paper1584,4.882352941176471,Reject
Paper1585,5.7,Accept
Paper1586,6.2727272727272725,Reject
Paper1588,5.375,Accept
Paper159,5.714285714285714,Reject
Paper1590,4.3076923076923075,Reject
Paper1591,6.071428571428571,Reject
Paper1592,6.785714285714286,Accept
Paper1593,4.538461538461538,Reject
Paper1594,5.636363636363637,Reject
Paper1597,5.2,Reject
Paper1598,5.923076923076923,Reject
Paper1599,6.0,Reject
Paper160,6.3125,Accept
Paper1600,5.076923076923077,Reject
Paper1601,6.0,Accept
Paper1602,4.666666666666667,Reject
Paper1604,5.142857142857143,Reject
Paper161,4.823529411764706,Reject
Paper1611,4.588235294117647,Reject
Paper1612,3.4444444444444446,Reject
Paper1613,6.142857142857143,Reject
Paper1614,6.9375,Accept
Paper1615,6.25,Accept
Paper1616,6.75,Accept
Paper1617,4.470588235294118,Reject
Paper1618,5.142857142857143,Reject
Paper1619,4.8,Reject
Paper162,5.25,Reject
Paper1621,6.133333333333334,Reject
Paper1622,6.333333333333333,Accept
Paper1623,4.4,Reject
Paper1624,4.733333333333333,Reject
Paper1626,4.4,Reject
Paper1627,3.9285714285714284,Reject
Paper1628,4.1875,Reject
Paper1629,6.705882352941177,Accept
Paper1630,4.142857142857143,Reject
Paper1631,6.764705882352941,Accept
Paper1633,7.5,Accept
Paper1634,5.733333333333333,Reject
Paper1636,6.466666666666667,Accept
Paper1637,4.5,Reject
Paper1638,4.4375,Reject
Paper1639,4.882352941176471,Reject
Paper164,6.266666666666667,Reject
Paper1640,4.75,Reject
Paper1641,6.642857142857143,Accept
Paper1642,5.076923076923077,Reject
Paper1643,4.8,Reject
Paper1644,4.25,Reject
Paper1646,4.75,Reject
Paper1648,6.533333333333333,Accept
Paper1649,5.6,Accept
Paper1650,4.733333333333333,Reject
Paper1652,6.882352941176471,Accept
Paper1654,4.466666666666667,Reject
Paper1655,5.333333333333333,Reject
Paper1656,3.272727272727273,Reject
Paper1657,5.454545454545454,Reject
Paper166,5.782608695652174,Reject
Paper1661,5.333333333333333,Reject
Paper1662,6.75,Accept
Paper1663,5.4375,Reject
Paper1664,7.0,Accept
Paper1665,6.0,Accept
Paper1666,5.933333333333334,Reject
Paper167,5.384615384615385,Reject
Paper1670,6.785714285714286,Accept
Paper1671,5.076923076923077,Reject
Paper1672,6.0,Accept
Paper1673,6.739130434782608,Accept
Paper1675,5.1875,Reject
Paper1676,6.7272727272727275,Accept
Paper1678,5.571428571428571,Reject
Paper1679,5.25,Reject
Paper168,5.411764705882353,Reject
Paper1680,6.533333333333333,Accept
Paper1681,4.0625,Reject
Paper1682,5.714285714285714,Reject
Paper1684,5.928571428571429,Accept
Paper1686,5.75,Reject
Paper1688,3.923076923076923,Reject
Paper1689,4.75,Reject
Paper1690,5.466666666666667,Reject
Paper1691,5.833333333333333,Reject
Paper1692,6.6875,Accept
Paper1693,4.176470588235294,Reject
Paper1694,4.0,Reject
Paper1695,4.0,Reject
Paper1697,6.133333333333334,Reject
Paper1698,6.285714285714286,Accept
Paper1699,6.4,Accept
Paper17,4.0,Reject
Paper170,6.818181818181818,Accept
Paper1700,5.0,Reject
Paper1701,7.0,Accept
Paper1702,5.8125,Reject
Paper1703,5.3076923076923075,Reject
Paper1704,5.333333333333333,Reject
Paper1705,4.866666666666666,Reject
Paper1706,4.214285714285714,Reject
Paper1707,5.8,Reject
Paper1708,6.733333333333333,Accept
Paper1709,4.266666666666667,Reject
Paper171,5.714285714285714,Reject
Paper1710,6.666666666666667,Accept
Paper1711,4.833333333333333,Reject
Paper1712,6.0,Accept
Paper1713,5.25,Reject
Paper1715,4.642857142857143,Reject
Paper1716,5.428571428571429,Reject
Paper1717,7.0,Accept
Paper1718,4.8125,Reject
Paper1719,6.933333333333334,Accept
Paper172,5.733333333333333,Reject
Paper1721,5.882352941176471,Reject
Paper1722,6.625,Accept
Paper1723,4.923076923076923,Reject
Paper1724,4.2,Reject
Paper1725,6.769230769230769,Accept
Paper1726,3.8,Reject
Paper1729,6.7,Accept
Paper1732,7.0588235294117645,Accept
Paper1733,4.357142857142857,Reject
Paper1734,6.75,Accept
Paper1735,6.714285714285714,Accept
Paper1736,5.7272727272727275,Reject
Paper1737,5.333333333333333,Reject
Paper1739,4.533333333333333,Reject
Paper174,6.583333333333333,Accept
Paper1740,4.133333333333334,Reject
Paper1741,7.071428571428571,Accept
Paper1743,5.882352941176471,Reject
Paper1744,4.7894736842105265,Reject
Paper1745,5.363636363636363,Reject
Paper1746,4.636363636363637,Reject
Paper1747,6.235294117647059,Reject
Paper1748,4.611111111111111,Reject
Paper175,7.235294117647059,Accept
Paper1750,6.076923076923077,Reject
Paper1751,6.294117647058823,Accept
Paper1752,6.5,Accept
Paper1754,7.0,Accept
Paper1755,4.111111111111111,Reject
Paper1756,6.4375,Accept
Paper1757,6.1,Accept
Paper1758,4.333333333333333,Reject
Paper176,5.125,Reject
Paper1764,5.666666666666667,Reject
Paper1766,3.9444444444444446,Reject
Paper1767,6.833333333333333,Accept
Paper1768,5.7272727272727275,Reject
Paper1769,6.642857142857143,Accept
Paper177,5.9375,Reject
Paper1770,7.833333333333333,Accept
Paper1771,6.076923076923077,Accept
Paper1772,5.428571428571429,Reject
Paper1773,4.615384615384615,Reject
Paper1774,6.0,Reject
Paper1775,7.3076923076923075,Accept
Paper1776,6.3125,Accept
Paper1779,5.333333333333333,Reject
Paper1780,5.6923076923076925,Reject
Paper1782,5.75,Reject
Paper1783,5.526315789473684,Reject
Paper1784,4.363636363636363,Reject
Paper1786,4.133333333333334,Reject
Paper1787,3.7333333333333334,Reject
Paper179,5.5625,Reject
Paper1790,6.0,Reject
Paper1795,4.25,Reject
Paper1796,4.882352941176471,Reject
Paper1797,6.666666666666667,Reject
Paper1799,3.6923076923076925,Reject
Paper18,4.846153846153846,Reject
Paper1801,7.0625,Accept
Paper1802,6.2,Accept
Paper1804,6.3125,Accept
Paper1805,5.153846153846154,Reject
Paper1807,5.722222222222222,Reject
Paper1808,5.857142857142857,Reject
Paper181,6.454545454545454,Accept
Paper1810,7.25,Accept
Paper1811,4.4,Reject
Paper1813,4.714285714285714,Reject
Paper1816,4.75,Reject
Paper1817,5.285714285714286,Reject
Paper182,6.384615384615385,Accept
Paper1820,7.6875,Accept
Paper1822,5.8,Reject
Paper1825,5.25,Reject
Paper1827,5.0,Reject
Paper1828,5.0588235294117645,Reject
Paper1829,6.0,Reject
Paper1830,6.6,Accept
Paper1833,6.352941176470588,Accept
Paper1834,5.357142857142857,Reject
Paper1835,5.555555555555555,Reject
Paper1836,6.4,Accept
Paper1837,5.363636363636363,Reject
Paper1838,3.8333333333333335,Reject
Paper1839,7.384615384615385,Accept
Paper184,4.9,Reject
Paper1840,5.066666666666666,Reject
Paper1841,5.9375,Reject
Paper1842,5.75,Reject
Paper1843,4.785714285714286,Reject
Paper1844,5.7272727272727275,Accept
Paper1845,5.5,Reject
Paper1847,4.8,Reject
Paper1848,6.714285714285714,Accept
Paper1851,4.928571428571429,Reject
Paper1852,6.333333333333333,Accept
Paper1853,5.9411764705882355,Accept
Paper1854,6.75,Accept
Paper1855,5.1875,Reject
Paper1857,7.125,Reject
Paper1858,4.411764705882353,Reject
Paper1859,6.428571428571429,Accept
Paper186,6.0,Reject
Paper1860,6.722222222222222,Accept
Paper1861,5.357142857142857,Reject
Paper1862,5.8,Reject
Paper1863,6.076923076923077,Reject
Paper1864,5.466666666666667,Reject
Paper1865,5.2,Reject
Paper1866,6.153846153846154,Accept
Paper1867,3.75,Reject
Paper1868,6.25,Accept
Paper1869,4.933333333333334,Reject
Paper187,4.909090909090909,Reject
Paper1870,7.428571428571429,Accept
Paper1872,6.0,Reject
Paper1873,6.769230769230769,Accept
Paper1874,4.285714285714286,Reject
Paper1876,5.75,Accept
Paper1877,4.411764705882353,Reject
Paper1878,6.230769230769231,Accept
Paper188,5.25,Reject
Paper1881,5.166666666666667,Reject
Paper1882,4.333333333333333,Reject
Paper1883,6.0,Reject
Paper1885,3.6875,Reject
Paper1886,6.0,Accept
Paper1887,5.428571428571429,Reject
Paper1888,5.066666666666666,Reject
Paper1891,4.894736842105263,Reject
Paper1892,2.9375,Reject
Paper1893,5.066666666666666,Reject
Paper1894,5.0,Reject
Paper1895,6.2,Accept
Paper1897,6.636363636363637,Accept
Paper1898,5.294117647058823,Reject
Paper1899,5.75,Reject
Paper190,6.466666666666667,Accept
Paper1900,6.285714285714286,Accept
Paper1902,6.823529411764706,Accept
Paper1903,6.571428571428571,Accept
Paper1905,3.4166666666666665,Reject
Paper1906,4.555555555555555,Reject
Paper1909,7.0,Accept
Paper1913,5.7272727272727275,Reject
Paper1914,5.0,Reject
Paper1915,6.4,Accept
Paper1916,7.266666666666667,Accept
Paper1917,3.5625,Reject
Paper1918,6.25,Accept
Paper1919,3.7333333333333334,Reject
Paper192,6.0588235294117645,Reject
Paper1920,5.0,Reject
Paper1921,4.714285714285714,Reject
Paper1922,4.0,Reject
Paper1925,6.666666666666667,Accept
Paper1926,5.8125,Reject
Paper1927,5.555555555555555,Accept
Paper1928,5.857142857142857,Accept
Paper193,6.533333333333333,Accept
Paper1930,5.214285714285714,Reject
Paper1931,4.3076923076923075,Reject
Paper1932,5.5,Reject
Paper1933,6.384615384615385,Reject
Paper1934,7.0625,Accept
Paper1935,4.846153846153846,Reject
Paper1936,4.545454545454546,Reject
Paper1937,6.785714285714286,Accept
Paper1938,6.769230769230769,Accept
Paper1939,5.8,Reject
Paper194,5.928571428571429,Accept
Paper1940,5.466666666666667,Reject
Paper1941,4.3076923076923075,Reject
Paper1942,5.25,Reject
Paper1943,4.933333333333334,Reject
Paper1944,6.666666666666667,Accept
Paper1946,5.285714285714286,Accept
Paper1947,5.75,Accept
Paper1948,5.9375,Reject
Paper195,3.076923076923077,Reject
Paper1950,3.7857142857142856,Reject
Paper1952,4.4,Reject
Paper1953,7.625,Accept
Paper1954,7.266666666666667,Accept
Paper1955,6.125,Accept
Paper1957,4.375,Reject
Paper1958,5.733333333333333,Reject
Paper1959,6.785714285714286,Accept
Paper196,5.3125,Reject
Paper1960,6.705882352941177,Accept
Paper1961,6.25,Accept
Paper1964,7.0,Accept
Paper1965,4.928571428571429,Reject
Paper1966,7.071428571428571,Accept
Paper1967,6.533333333333333,Accept
Paper1968,6.153846153846154,Accept
Paper1969,5.222222222222222,Reject
Paper1971,5.4,Reject
Paper1972,3.875,Reject
Paper1975,3.6666666666666665,Reject
Paper1977,6.0,Accept
Paper1978,5.133333333333334,Reject
Paper1979,4.571428571428571,Reject
Paper1980,6.266666666666667,Accept
Paper1983,5.636363636363637,Reject
Paper1986,4.0,Reject
Paper1987,5.466666666666667,Reject
Paper1988,5.071428571428571,Reject
Paper1989,6.333333333333333,Accept
Paper199,5.333333333333333,Reject
Paper1990,5.333333333333333,Reject
Paper1991,5.944444444444445,Reject
Paper1992,4.066666666666666,Reject
Paper1994,6.333333333333333,Accept
Paper1997,5.3076923076923075,Reject
Paper1998,4.533333333333333,Reject
Paper1999,4.0,Reject
Paper20,6.294117647058823,Accept
Paper2000,4.315789473684211,Reject
Paper2001,5.642857142857143,Reject
Paper2003,5.230769230769231,Reject
Paper2005,6.285714285714286,Reject
Paper2006,4.5,Reject
Paper2007,6.538461538461538,Accept
Paper2008,4.25,Reject
Paper2010,7.461538461538462,Accept
Paper2011,6.75,Accept
Paper2012,2.875,Reject
Paper2013,6.5,Accept
Paper2014,6.533333333333333,Reject
Paper2015,5.928571428571429,Accept
Paper2017,5.666666666666667,Reject
Paper2018,5.375,Reject
Paper2019,4.166666666666667,Reject
Paper202,5.3,Reject
Paper2020,6.421052631578948,Accept
Paper2021,4.615384615384615,Reject
